_id_,timeTaken,nps,County,State,Full Part Time,Gender,Ethnic Group Description,Date of Birth,age,age_group,Payment Frequency,Contract Type,concat,Prediction,recommendation
58e361f3d7aff30100ae1821,1299592,5,Greenville,SC,Full Time,Female,White,11/07/1990,28,1,Monthly,Fixed Term,Greenville_SC,58,1
58e61cc5d7aff30100ae1883,1013115,5,Madison,TN,Part Time,Male,White,29/01/1984,34,2,Monthly,Permanent,Madison_TN,68,1
58e3c74ed7aff30100ae1851,1418081,5,Bosque,TX,Part Time,Female,White,20/03/1979,39,2,Monthly,Fixed Term,Bosque_TX,36,0
58e39622a4f5930100cea791,753600,5,Henry,VA,Full Time,Female,White,12/03/1988,30,1,Monthly,Fixed Term,Henry_VA,28,0
58e64e9cd7aff30100ae1893,2794759,5,Fairfax,VA,Full Time,Male,White,8/10/1981,37,2,Monthly,Fixed Term,Fairfax_VA,11,0
58e291d3d7aff30100ae17e7,1407341,5,Winnebago,WI,Part Time,Female,White,29/05/1995,23,1,Monthly,Permanent,Winnebago_WI,52,1
58e3d677d7aff30100ae1856,1112254,5,Portage,WI,Full Time,Male,White,5/11/1993,25,1,Monthly,Fixed Term,Portage_WI,50,0
58e3decfa4f5930100cea7ae,1842064,5,Waushara,WI,Full Time,Male,White,12/01/1983,35,2,Monthly,Fixed Term,Waushara_WI,76,1
58e79c2bd7aff30100ae18ac,1669115,5,Sauk,WI,Full Time,Male,White,8/03/1989,29,1,Monthly,Fixed Term,Sauk_WI,48,0
58e7cf1ea4f5930100cea80e,1254211,6,De Kalb,AL,Full Time,Male,White,4/03/1994,24,1,Monthly,Fixed Term,De Kalb_AL,47,0
58e3bb97a4f5930100cea7a0,2220983,6,Los Angeles,CA,Part Time,Male,White,5/04/1991,27,1,Monthly,Permanent,Los Angeles_CA,23,0
58e4c48ca4f5930100cea7bb,1686826,6,Lake,CA,Full Time,Male,Asian or Asian British,19/04/1991,27,1,Monthly,Fixed Term,Lake_CA,94,1
58e60e7bd7aff30100ae187f,1141651,6,Imperial,CA,Full Time,Female,Black or Black British,14/07/1994,24,1,Monthly,Fixed Term,Imperial_CA,18,0
58e7d0f2a4f5930100cea810,14084050,6,El Paso,CO,Full Time,Female,White,7/11/1981,37,2,Monthly,Permanent,El Paso_CO,62,1
58e37fc8d7aff30100ae1831,1283136,6,Hartford,CT,Full Time,Male,White,1/10/1989,29,1,Monthly,Fixed Term,Hartford_CT,68,1
58e76d82d7aff30100ae18a2,1302601,6,Litchfield,CT,Full Time,Male,White,10/06/1987,31,2,Monthly,Fixed Term,Litchfield_CT,95,1
58e4e5d8d7aff30100ae186d,1624662,6,Brevard,FL,Full Time,Female,White,18/09/1987,31,2,Monthly,Fixed Term,Brevard_FL,98,1
58e39143d7aff30100ae1837,991296,6,Coweta,GA,Full Time,Female,Chinese,24/12/1975,43,2,Monthly,Fixed Term,Coweta_GA,76,1
58e662fcd7aff30100ae1897,1636038,6,Spalding,GA,Part Time,Male,White,14/04/1992,26,1,Monthly,Permanent,Spalding_GA,96,1
58e684a0a4f5930100cea7f0,2016364,6,Fulton,GA,Part Time,Female,White,29/07/1995,23,1,Monthly,Fixed Term,Fulton_GA,47,0
58e7caffa4f5930100cea80d,1692425,6,Washington,GA,Full Time,Male,White,1/08/1993,25,1,Monthly,Fixed Term,Washington_GA,44,0
58e36a26d7aff30100ae1827,1262994,6,Honolulu,HI,Full Time,Female,White,9/12/1972,46,2,Monthly,Fixed Term,Honolulu_HI,2,0
58e29a84a4f5930100cea750,1042806,6,Johnson,IA,Full Time,Male,White,7/07/1989,29,1,Monthly,Fixed Term,Johnson_IA,36,0
58e3e3bfd7aff30100ae1858,2316379,6,Hamilton,IA,Full Time,Female,White,1/09/1992,26,1,Monthly,Fixed Term,Hamilton_IA,23,0
58e2c2fad7aff30100ae180b,1026816,6,Rock Island,IL,Part Time,Male,White,16/01/1995,23,1,Monthly,Fixed Term,Rock Island_IL,54,1
58e373e7d7aff30100ae182e,976043,6,Jackson,IN,Full Time,Female,Other,19/09/1982,36,2,Monthly,Fixed Term,Jackson_IN,2,0
58e38e34a4f5930100cea78e,1407529,6,Elkhart,IN,Full Time,Female,White,7/08/1991,27,1,Monthly,Fixed Term,Elkhart_IN,40,0
58e3cff1a4f5930100cea7a6,7622416,6,Knox,IN,Full Time,Male,White,16/09/1994,24,1,Monthly,Fixed Term,Knox_IN,38,0
58e4dd24a4f5930100cea7c2,1306703,6,Labette,KS,Part Time,Female,White,25/05/1994,24,1,Monthly,Fixed Term,Labette_KS,23,0
58e2b0cea4f5930100cea75f,919806,6,Jefferson,KY,Part Time,Female,White,19/08/1994,24,1,Monthly,Fixed Term,Jefferson_KY,56,1
58e397fca4f5930100cea792,1024581,6,Norfolk,MA,Part Time,Male,White,12/09/1988,30,1,Monthly,Fixed Term,Norfolk_MA,37,0
58e3bef6d7aff30100ae184d,908805,6,Middlesex,MA,Full Time,Male,White,24/08/1992,26,1,Monthly,Fixed Term,Middlesex_MA,36,0
58e62959d7aff30100ae1885,1997422,6,Washington,MD,Full Time,Female,White,24/01/1991,27,1,Monthly,Fixed Term,Washington_MD,41,0
58e297f6d7aff30100ae17eb,856305,6,Lapeer,MI,Full Time,Female,White,16/02/1990,28,1,Monthly,Permanent,Lapeer_MI,95,1
58e61601a4f5930100cea7d9,1428512,6,Barry,MI,Full Time,Male,White,22/01/1990,28,1,Monthly,Fixed Term,Barry_MI,73,1
58e6364cd7aff30100ae1888,942504,6,Lee,MS,Full Time,Female,White,28/09/1989,29,1,Monthly,Permanent,Lee_MS,56,1
58e34f35a4f5930100cea772,1246109,6,Bertie,NC,Part Time,Female,White,14/03/1989,29,1,Monthly,Fixed Term,Bertie_NC,13,0
58e356e8d7aff30100ae181d,783267,6,Pender,NC,Part Time,Male,White,16/01/1981,37,2,Monthly,Fixed Term,Pender_NC,99,1
58e3ad54d7aff30100ae1844,919279,6,Henderson,NC,Part Time,Male,White,24/08/1988,30,1,Monthly,Fixed Term,Henderson_NC,68,1
58e4d831d7aff30100ae186a,1618237,6,Pamlico,NC,Part Time,Male,Black or Black British,22/09/1992,26,1,Monthly,Fixed Term,Pamlico_NC,38,0
58e76657a4f5930100cea7f8,1809250,6,Henderson,NC,Part Time,Male,White,13/12/1989,29,1,Monthly,Permanent,Henderson_NC,68,1
58e65348a4f5930100cea7e6,1378973,6,Merrimack,NH,Full Time,Male,White,18/05/1978,40,2,Monthly,Permanent,Merrimack_NH,24,0
58e344c0d7aff30100ae1816,1895927,6,Bergen,NJ,Full Time,Female,White,2/10/1963,55,2,Monthly,Fixed Term,Bergen_NJ,24,0
58e4c78da4f5930100cea7bc,1150426,6,Burlington,NJ,Part Time,Female,White,10/06/1958,60,2,Monthly,Fixed Term,Burlington_NJ,98,1
58e63576d7aff30100ae1887,3974625,6,Bergen,NJ,Part Time,Female,White,27/12/1971,47,2,Monthly,Permanent,Bergen_NJ,24,0
58e7dfa4a4f5930100cea812,985268,6,Hunterdon,NJ,Part Time,Female,American Ethnicities,17/07/1995,23,1,2-Weekly,Permanent,Hunterdon_NJ,47,0
58e2967ea4f5930100cea74e,1297680,6,Franklin,NY,Full Time,Female,White,2/09/1983,35,2,Monthly,Permanent,Franklin_NY,90,1
58e2be47a4f5930100cea767,8232487,6,Oneida,NY,Part Time,Female,Chinese,21/09/1977,41,2,Monthly,Fixed Term,Oneida_NY,72,1
58e35df6d7aff30100ae181f,1357343,6,Nassau,NY,Full Time,Female,White,2/03/1985,33,2,Monthly,Permanent,Nassau_NY,93,1
58e29f0dd7aff30100ae17f1,866768,6,Champaign,OH,Full Time,Female,Black or Black British,11/11/1986,32,2,Monthly,Permanent,Champaign_OH,40,0
58e2b415d7aff30100ae1801,2889771,6,Jefferson,OH,Full Time,Male,White,8/12/1990,28,1,Monthly,Fixed Term,Jefferson_OH,82,1
58e3d48ed7aff30100ae1855,1341766,6,Delaware,OK,Part Time,Male,White,14/11/1976,42,2,Monthly,Fixed Term,Delaware_OK,16,0
58e63700d7aff30100ae188a,1253564,6,Choctaw,OK,Part Time,Female,Black or Black British,19/11/1974,44,2,Monthly,Fixed Term,Choctaw_OK,49,0
58e63d59a4f5930100cea7e2,1358839,6,Rogers,OK,Full Time,Male,White,18/08/1953,65,2,Monthly,Fixed Term,Rogers_OK,44,0
58e367bba4f5930100cea782,1627597,6,Lycoming,PA,Full Time,Female,White,21/10/1981,37,2,Monthly,Permanent,Lycoming_PA,37,0
58e36999d7aff30100ae1826,1250675,6,Chester,PA,Full Time,Male,White,17/10/1984,34,2,Monthly,Permanent,Chester_PA,74,1
58e370cea4f5930100cea785,2641856,6,Fulton,PA,Full Time,Female,White,10/03/1987,31,2,Monthly,Fixed Term,Fulton_PA,85,1
58e3adffd7aff30100ae1845,1478610,6,Allegheny,PA,Full Time,Male,White,11/01/1981,37,2,Monthly,Permanent,Allegheny_PA,72,1
58e4ffa4d7aff30100ae1871,2083985,6,Lawrence,PA,Full Time,Female,Mixed,14/08/1987,31,2,Monthly,Permanent,Lawrence_PA,38,0
58e68ae2d7aff30100ae189c,1135380,6,Lebanon,PA,Full Time,Male,White,14/10/1986,32,2,Monthly,Permanent,Lebanon_PA,15,0
58e6a9e4a4f5930100cea7f3,1377153,6,Dauphin,PA,Full Time,Female,Asian or Asian British,31/08/1972,46,2,Monthly,Permanent,Dauphin_PA,64,1
58e6ba93d7aff30100ae189f,726211,6,Butler,PA,Full Time,Female,White,1/02/1977,41,2,Monthly,Permanent,Butler_PA,52,1
58e7a527a4f5930100cea803,1138298,6,Westmoreland,PA,Full Time,Male,White,11/06/1979,39,2,Monthly,Permanent,Westmoreland_PA,47,0
58e35330a4f5930100cea775,1304383,6,Kent,RI,Full Time,Female,White,2/09/1985,33,2,Monthly,Fixed Term,Kent_RI,28,0
58e7a0b3a4f5930100cea802,14096711,6,Bristol,RI,Full Time,Male,White,7/01/1990,28,1,Monthly,Permanent,Bristol_RI,7,0
58e2951ca4f5930100cea74d,1097680,6,Sumter,SC,Part Time,Female,White,10/05/1981,37,2,Monthly,Fixed Term,Sumter_SC,67,1
58e2abbdd7aff30100ae17f8,1211453,6,Lincoln,TN,Full Time,Female,Mixed,20/12/1990,28,1,Monthly,Permanent,Lincoln_TN,56,1
58e292e4a4f5930100cea74a,1160633,6,Ellis,TX,Full Time,Male,White,14/06/1977,41,2,Monthly,Fixed Term,Ellis_TX,1,0
58e2b475a4f5930100cea762,2027617,6,Travis,TX,Part Time,Female,White,7/02/1979,39,2,Monthly,Fixed Term,Travis_TX,7,0
58e7d049a4f5930100cea80f,1282939,6,Duchesne,UT,Part Time,Female,White,29/12/1988,30,1,Monthly,Fixed Term,Duchesne_UT,87,1
58e41666a4f5930100cea7b7,44388796,6,Halifax,VA,Full Time,Male,White,22/07/1980,38,2,Monthly,Fixed Term,Halifax_VA,6,0
58e2ac2ad7aff30100ae17f9,1323583,6,Orleans,VT,Full Time,Male,White,31/03/1974,44,2,Monthly,Fixed Term,Orleans_VT,99,1
58e60feca4f5930100cea7d8,947258,6,Clark,WA,Full Time,Male,White,21/06/1973,45,2,Monthly,Temporary,Clark_WA,24,0
58e7ad7ba4f5930100cea805,1157515,6,Thurston,WA,Full Time,Female,White,25/08/1983,35,2,Monthly,Fixed Term,Thurston_WA,43,0
58e2cdc0a4f5930100cea76c,1131679,6,Dane,WI,Full Time,Male,White,27/08/1988,30,1,Monthly,Fixed Term,Dane_WI,17,0
58e2cdd3d7aff30100ae180f,1350309,6,Rock,WI,Full Time,Female,White,27/02/1990,28,1,Monthly,Fixed Term,Rock_WI,13,0
58e3fe50a4f5930100cea7b0,1246557,6,Wood,WI,Full Time,Male,White,28/01/1983,35,2,Monthly,Permanent,Wood_WI,74,1
58e3f8ada4f5930100cea7af,1974145,7,Mobile,AL,Full Time,Female,White,12/06/1992,26,1,Monthly,Fixed Term,Mobile_AL,83,1
58e37705a4f5930100cea788,5590994,7,Montgomery,AR,Full Time,Male,White,17/10/1991,27,1,Monthly,Permanent,Montgomery_AR,66,1
58e6b78ed7aff30100ae189e,1380024,7,Boone,AR,Full Time,Female,White,12/08/1993,25,1,Monthly,Fixed Term,Boone_AR,74,1
58e3ad61a4f5930100cea79a,2503955,7,San Mateo,CA,Full Time,Female,Not Divulged,23/01/1987,31,2,Monthly,Permanent,San Mateo_CA,86,1
58e3aff0a4f5930100cea79c,1728028,7,Lake,CA,Full Time,Female,White,2/12/1990,28,1,Monthly,Fixed Term,Lake_CA,94,1
58e3c12ad7aff30100ae184e,8921274,7,Shasta,CA,Full Time,Female,White,21/01/1998,20,1,Monthly,Permanent,Shasta_CA,96,1
58e367add7aff30100ae1823,1276054,7,Levy,FL,Full Time,Male,White,14/11/1986,32,2,Monthly,Fixed Term,Levy_FL,59,1
58e4f0d2a4f5930100cea7c6,1509254,7,Broward,FL,Full Time,Female,Not Divulged,12/03/1987,31,2,Monthly,Permanent,Broward_FL,53,1
58e2b3c6d7aff30100ae1800,1421377,7,Brooks,GA,Full Time,Female,White,6/11/1990,28,1,Monthly,Permanent,Brooks_GA,84,1
58e3512bd7aff30100ae181a,879675,7,Decatur,GA,Full Time,Female,White,9/11/1979,39,2,Monthly,Fixed Term,Decatur_GA,85,1
58e2a373a4f5930100cea756,1122595,7,Dubuque,IA,Full Time,Female,White,24/10/1972,46,2,Monthly,Permanent,Dubuque_IA,37,0
58e391eed7aff30100ae1838,6793572,7,Woodbury,IA,Full Time,Female,White,18/10/1991,27,1,Monthly,Fixed Term,Woodbury_IA,77,1
58e3dc44a4f5930100cea7ad,1185685,7,Fayette,IA,Full Time,Female,White,22/01/1993,25,1,Monthly,Fixed Term,Fayette_IA,61,1
58e523ada4f5930100cea7cf,1266423,7,Pocahontas,IA,Full Time,Female,White,31/08/1987,31,2,Monthly,Fixed Term,Pocahontas_IA,94,1
58e623f5d7aff30100ae1884,1246417,7,Pottawattamie,IA,Full Time,Female,White,25/04/1970,48,2,Monthly,Agency Temp,Pottawattamie_IA,78,1
58e7b600a4f5930100cea808,1524214,7,Monona,IA,Full Time,Female,White,23/12/1985,33,2,Monthly,Permanent,Monona_IA,26,0
58e7c2e9a4f5930100cea80c,1483703,7,Marion,IA,Full Time,Male,White,15/10/1989,29,1,Monthly,Fixed Term,Marion_IA,96,1
58e2c20aa4f5930100cea769,7034371,7,Edgar,IL,Full Time,Male,Not Divulged,19/04/1984,34,2,Monthly,Permanent,Edgar_IL,63,1
58e36ee2d7aff30100ae182a,3367627,7,Iroquois,IL,Full Time,Female,Mixed,12/11/1987,31,2,Monthly,Permanent,Iroquois_IL,11,0
58e506eed7aff30100ae1875,1975903,7,Bond,IL,Full Time,Female,White,27/01/1992,26,1,Monthly,Permanent,Bond_IL,15,0
58e7a5d0d7aff30100ae18af,3461767,7,Menard,IL,Full Time,Female,Chinese,9/11/1988,30,1,Monthly,Permanent,Menard_IL,98,1
58e39fd1d7aff30100ae183f,985831,7,Gibson,IN,Full Time,Male,White,17/03/1965,53,2,Monthly,Fixed Term,Gibson_IN,42,0
58e3fdebd7aff30100ae185b,1275420,7,Clark,IN,Full Time,Male,Mixed,13/05/1970,48,2,Monthly,Fixed Term,Clark_IN,0,0
58e50a25d7aff30100ae1876,2001228,7,Lake,IN,Full Time,Male,White,8/01/1975,43,2,Monthly,Fixed Term,Lake_IN,53,1
58e60e8aa4f5930100cea7d7,1496136,7,Hamilton,IN,Full Time,Female,White,25/08/1988,30,1,Monthly,Fixed Term,Hamilton_IN,65,1
58e651f8d7aff30100ae1894,2539820,7,Hamilton,IN,Full Time,Male,White,6/07/1974,44,2,Monthly,Fixed Term,Hamilton_IN,65,1
58e7838fa4f5930100cea7fd,1362077,7,Crawford,IN,Full Time,Female,White,15/09/1989,29,1,Monthly,Fixed Term,Crawford_IN,89,1
58e2b904a4f5930100cea765,2190643,7,Jefferson,LA,Full Time,Male,White,31/10/1982,36,2,Monthly,Temporary,Jefferson_LA,20,0
58e667f8a4f5930100cea7eb,1151576,7,Saint John the Baptist,LA,Full Time,Male,White,7/10/1957,61,2,Monthly,Temporary,Saint John the Baptist_LA,27,0
58e5210fa4f5930100cea7ce,1066964,7,Middlesex,MA,Full Time,Female,White,30/06/1967,51,2,Monthly,Fixed Term,Middlesex_MA,36,0
58e2c65bd7aff30100ae180c,9952848,7,Anne Arundel,MD,Part Time,Female,White,20/08/1997,21,1,Monthly,Fixed Term,Anne Arundel_MD,71,1
58e4df4fd7aff30100ae186c,1308841,7,Kittson,MN,Full Time,Male,White,19/10/1974,44,2,Monthly,Fixed Term,Kittson_MN,22,0
58e2b6f7d7aff30100ae1803,2107580,7,Randolph,MO,Full Time,Male,Black or Black British,5/12/1996,22,1,Monthly,Permanent,Randolph_MO,38,0
58e7de8bd7aff30100ae18b8,3687556,7,Pike,MS,Part Time,Male,American Ethnicities,25/12/1998,20,1,2-Weekly,Permanent,Pike_MS,22,0
58e38ecbd7aff30100ae1836,1707634,7,Sanders,MT,Full Time,Female,White,6/09/1989,29,1,Monthly,Permanent,Sanders_MT,51,1
58e35969a4f5930100cea778,1743936,7,Robeson,NC,Full Time,Female,White,14/05/1980,38,2,Monthly,Permanent,Robeson_NC,78,1
58e37537d7aff30100ae182f,1100032,7,Craven,NC,Full Time,Male,White,29/06/1976,42,2,Monthly,Permanent,Craven_NC,28,0
58e3a11ed7aff30100ae1840,1472254,7,Catawba,NC,Full Time,Female,White,22/05/1998,20,1,Monthly,Permanent,Catawba_NC,6,0
58e34e70a4f5930100cea771,818142,7,Seward,NE,Full Time,Male,White,22/06/1978,40,2,Monthly,Permanent,Seward_NE,16,0
58e375b1a4f5930100cea787,1677614,7,Garden,NE,Full Time,Female,White,22/06/1976,42,2,Monthly,Fixed Term,Garden_NE,85,1
58e4cc12a4f5930100cea7bd,2133626,7,Dawson,NE,Full Time,Female,White,20/01/1981,37,2,Monthly,Permanent,Dawson_NE,90,1
58e3715cd7aff30100ae182b,1033337,7,Rockingham,NH,Full Time,Male,White,21/02/1978,40,2,Monthly,Permanent,Rockingham_NH,89,1
58e378b2a4f5930100cea789,941481,7,Sussex,NJ,Full Time,Female,White,2/01/1986,32,2,Monthly,Fixed Term,Sussex_NJ,85,1
58e2b796d7aff30100ae1804,2851402,7,Madison,NY,Full Time,Female,White,19/02/1992,26,1,Monthly,Fixed Term,Madison_NY,24,0
58e365c2a4f5930100cea77e,1211128,7,Cayuga,NY,Full Time,Female,White,13/02/1985,33,2,Monthly,Fixed Term,Cayuga_NY,72,1
58e3698ba4f5930100cea784,970447,7,Suffolk,NY,Full Time,Female,White,5/07/1993,25,1,Monthly,Fixed Term,Suffolk_NY,74,1
58e3a94ca4f5930100cea799,1838342,7,Oneida,NY,Full Time,Male,White,13/07/1993,25,1,Monthly,Temporary,Oneida_NY,72,1
58e3b1d6a4f5930100cea79d,2219193,7,Essex,NY,Full Time,Male,White,6/10/1977,41,2,Monthly,Fixed Term,Essex_NY,83,1
58e3c076a4f5930100cea7a2,2289578,7,Onondaga,NY,Full Time,Male,White,23/01/1975,43,2,Monthly,Permanent,Onondaga_NY,56,1
58e507b0a4f5930100cea7c8,1408347,7,Nassau,NY,Full Time,Female,White,12/10/1974,44,2,Monthly,Fixed Term,Nassau_NY,93,1
58e64e55d7aff30100ae1892,1813436,7,Saint Lawrence,NY,Full Time,Male,White,31/08/1979,39,2,Monthly,Fixed Term,Saint Lawrence_NY,57,1
58e7a17bd7aff30100ae18ae,1426959,7,Otsego,NY,Full Time,Female,White,7/04/1986,32,2,Monthly,Fixed Term,Otsego_NY,8,0
58e2a922a4f5930100cea759,1343672,7,Gallia,OH,Full Time,Female,White,23/03/1993,25,1,Monthly,Permanent,Gallia_OH,81,1
58e4d68fa4f5930100cea7bf,1168574,7,Van Wert,OH,Full Time,Female,White,15/07/1987,31,2,Monthly,Fixed Term,Van Wert_OH,72,1
58e7b5eed7aff30100ae18b2,8902048,7,Stark,OH,Full Time,Female,White,2/04/1988,30,1,Monthly,Fixed Term,Stark_OH,61,1
58e7d29fd7aff30100ae18b6,824966,7,Knox,OH,Full Time,Female,White,24/08/1992,26,1,Monthly,Permanent,Knox_OH,79,1
58e355ffa4f5930100cea776,1720546,7,Kiowa,OK,Full Time,Female,White,14/05/1992,26,1,Monthly,Fixed Term,Kiowa_OK,82,1
58e39366d7aff30100ae183a,2130459,7,Oklahoma,OK,Full Time,Female,White,24/12/1981,37,2,Monthly,Fixed Term,Oklahoma_OK,23,0
58e3a3e7a4f5930100cea795,1393922,7,Mayes,OK,Full Time,Female,White,17/07/1991,27,1,Monthly,Permanent,Mayes_OK,62,1
58e36747a4f5930100cea780,1942354,7,Douglas,OR,Full Time,Female,White,16/05/1991,27,1,Monthly,Fixed Term,Douglas_OR,86,1
58e2ac84d7aff30100ae17fa,1694427,7,Jefferson,PA,Full Time,Female,White,29/03/1992,26,1,Monthly,Fixed Term,Jefferson_PA,55,1
58e2ad8fa4f5930100cea75d,771111,7,Westmoreland,PA,Full Time,Female,White,10/05/1974,44,2,Monthly,Fixed Term,Westmoreland_PA,47,0
58e3b346d7aff30100ae184a,3691776,7,Monroe,PA,Full Time,Female,White,24/05/1994,24,1,Monthly,Fixed Term,Monroe_PA,27,0
58e3b8bdd7aff30100ae184b,1349354,7,Snyder,PA,Full Time,Female,White,19/05/1984,34,2,Monthly,Fixed Term,Snyder_PA,77,1
58e3d094a4f5930100cea7a7,1182016,7,Luzerne,PA,Full Time,Female,White,15/07/1987,31,2,Monthly,Fixed Term,Luzerne_PA,89,1
58e4c361a4f5930100cea7ba,1581810,7,Butler,PA,Full Time,Female,Not Divulged,4/04/1993,25,1,Monthly,Fixed Term,Butler_PA,52,1
58e52e16a4f5930100cea7d2,1337244,7,Chester,PA,Full Time,Female,White,16/05/1990,28,1,Monthly,Fixed Term,Chester_PA,74,1
58e34e72d7aff30100ae1819,1307576,7,Sumter,SC,Full Time,Female,White,4/07/1993,25,1,Monthly,Fixed Term,Sumter_SC,67,1
58e38c68a4f5930100cea78d,2436365,7,Lawrence,TN,Full Time,Female,White,14/12/1985,33,2,Monthly,Fixed Term,Lawrence_TN,75,1
58e39668d7aff30100ae183c,882103,7,Dickson,TN,Full Time,Female,White,6/11/1982,36,2,Monthly,Permanent,Dickson_TN,4,0
58e61c8da4f5930100cea7db,1335862,7,Polk,TN,Full Time,Female,White,18/06/1994,24,1,Monthly,Permanent,Polk_TN,50,0
58e35a30d7aff30100ae181e,1785303,7,Pecos,TX,Full Time,Female,White,10/03/1987,31,2,Monthly,Fixed Term,Pecos_TX,26,0
58e36510a4f5930100cea77d,1357186,7,Galveston,TX,Full Time,Male,White,31/01/1963,55,2,Monthly,Fixed Term,Galveston_TX,6,0
58e675dbd7aff30100ae1898,1448050,7,Harris,TX,Full Time,Male,White,21/03/1980,38,2,Monthly,Fixed Term,Harris_TX,65,1
58e7b32ca4f5930100cea807,1799230,7,Weber,UT,Full Time,Female,White,25/09/1988,30,1,Monthly,Temporary,Weber_UT,82,1
58e3cafad7aff30100ae1853,29092788,7,Chesterfield,VA,Full Time,Female,Not Divulged,25/01/1989,29,1,Monthly,Fixed Term,Chesterfield_VA,57,1
58e367f6d7aff30100ae1824,815051,7,Bennington,VT,Full Time,Male,Not Divulged,18/02/1993,25,1,Monthly,Fixed Term,Bennington_VT,40,0
58e5280ea4f5930100cea7d1,1025305,7,Washington,VT,Full Time,Female,White,27/11/1993,25,1,Monthly,Fixed Term,Washington_VT,11,0
58e2973fd7aff30100ae17e9,1020853,7,King,WA,Full Time,Female,White,8/07/1989,29,1,Monthly,Permanent,King_WA,96,1
58e2d752d7aff30100ae1810,1458698,7,Douglas,WA,Full Time,Female,White,26/01/1989,29,1,Monthly,Permanent,Douglas_WA,21,0
58e29781d7aff30100ae17ea,1374665,7,Buffalo,WI,Full Time,Male,White,23/01/1972,46,2,Monthly,Permanent,Buffalo_WI,77,1
58e29e6aa4f5930100cea753,1556095,7,Green,WI,Full Time,Male,White,22/09/1983,35,2,Monthly,Fixed Term,Green_WI,13,0
58e2a512d7aff30100ae17f5,1016417,7,Clark,WI,Full Time,Female,White,26/01/1989,29,1,Monthly,Fixed Term,Clark_WI,51,1
58e41075a4f5930100cea7b6,1236596,7,Grant,WI,Full Time,Female,White,14/12/1987,31,2,Monthly,Fixed Term,Grant_WI,19,0
58e7bbf0a4f5930100cea80a,2054972,7,Calumet,WI,Full Time,Female,White,5/12/1966,52,2,Monthly,Fixed Term,Calumet_WI,86,1
58e3b003d7aff30100ae1847,1396256,8,Crittenden,AR,Full Time,Male,White,24/09/1984,34,2,Monthly,Permanent,Crittenden_AR,70,1
58e29f33a4f5930100cea754,1305734,8,San Luis Obispo,CA,Full Time,Male,White,23/12/1984,34,2,Monthly,Permanent,San Luis Obispo_CA,20,0
58e29f56d7aff30100ae17f2,1124963,8,Los Angeles,CA,Full Time,Male,White,3/11/1980,38,2,Monthly,Permanent,Los Angeles_CA,23,0
58e642a6d7aff30100ae1890,1347420,8,Sacramento,CA,Part Time,Female,White,23/09/1982,36,2,Monthly,Permanent,Sacramento_CA,34,0
58e36cbdd7aff30100ae1829,954901,8,Hartford,CT,Full Time,Male,White,29/01/1990,28,1,Monthly,Permanent,Hartford_CT,68,1
58e36788a4f5930100cea781,1624887,8,Miami-Dade,FL,Full Time,Female,White,3/11/1990,28,1,Monthly,Permanent,Miami-Dade_FL,19,0
58e3c8acd7aff30100ae1852,963739,8,Broward,FL,Full Time,Male,White,10/10/1982,36,2,Monthly,Fixed Term,Broward_FL,53,1
58e3cbb6a4f5930100cea7a5,2302904,8,Hernando,FL,Full Time,Male,White,26/05/1984,34,2,Monthly,Fixed Term,Hernando_FL,58,1
58e52c88d7aff30100ae1879,2839460,8,Broward,FL,Full Time,Female,White,18/12/1993,25,1,Monthly,Fixed Term,Broward_FL,53,1
58e65cc1d7aff30100ae1895,2643335,8,Orange,FL,Full Time,Female,White,14/12/1987,31,2,Monthly,Fixed Term,Orange_FL,94,1
58e7dd31a4f5930100cea811,2653637,8,Saint Lucie,FL,Part Time,Female,White,6/12/1996,22,1,2-Weekly,Permanent,Saint Lucie_FL,62,1
58e61281d7aff30100ae1880,1035537,8,Union,GA,Full Time,Female,White,29/01/1994,24,1,Monthly,Fixed Term,Union_GA,36,0
58e79166a4f5930100cea7ff,992264,8,Clayton,GA,Full Time,Male,White,22/11/1990,28,1,Monthly,Fixed Term,Clayton_GA,9,0
58e3a3a9a4f5930100cea794,1681355,8,Clinton,IA,Full Time,Male,White,24/10/1996,22,1,Monthly,Permanent,Clinton_IA,38,0
58e7a6b3d7aff30100ae18b0,1026128,8,Tama,IA,Full Time,Male,White,18/11/1982,36,2,Monthly,Fixed Term,Tama_IA,22,0
58e2b59cd7aff30100ae1802,5721140,8,Union,IL,Full Time,Female,White,20/09/1989,29,1,Monthly,Fixed Term,Union_IL,14,0
58e35af3a4f5930100cea779,1379812,8,Lake,IN,Full Time,Male,White,21/01/1976,42,2,Monthly,Permanent,Lake_IN,53,1
58e4cfa7a4f5930100cea7be,5365153,8,Somerset,ME,Full Time,Female,White,16/11/1991,27,1,Monthly,Permanent,Somerset_ME,44,0
58e4b86ed7aff30100ae1864,1107944,8,Crawford,MI,Full Time,Male,White,7/07/1988,30,1,Monthly,Permanent,Crawford_MI,92,1
58e67f01a4f5930100cea7ed,1292347,8,Van Buren,MI,Full Time,Female,White,4/08/1991,27,1,Monthly,Permanent,Van Buren_MI,10,0
58e2a47bd7aff30100ae17f4,1440856,8,Blue Earth,MN,Full Time,Male,Not Divulged,22/06/1986,32,2,Monthly,Permanent,Blue Earth_MN,80,1
58e3692ed7aff30100ae1825,1127297,8,Lyon,MN,Full Time,Male,Not Divulged,20/08/1968,50,2,Monthly,Fixed Term,Lyon_MN,10,0
